accommodates,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,availability_30,review_scores_cleanliness,availability_60,availability_90,availability_365,priceClass
10,3.0,4.0,2,365,97.0,11,10.0,28,48,280,1.0
10,4.0,7.0,2,365,99.0,12,10.0,35,61,312,1.0
2,1.0,1.0,30,1125,100.0,0,10.0,7,37,312,0.0
2,1.0,1.0,2,1125,97.0,10,9.0,31,57,78,0.0
4,1.0,2.0,3,1125,96.0,30,10.0,60,90,179,0.0
4,2.0,2.0,1,1125,98.0,14,10.0,42,67,149,0.0
8,3.0,3.0,2,365,96.0,8,10.0,22,38,295,1.0
8,3.0,3.0,1,15,98.0,15,10.0,45,75,165,1.0
2,1.0,1.0,30,1125,96.0,3,10.0,4,10,159,0.0
3,2.0,2.0,1,1125,99.0,4,10.0,4,4,4,0.0
2,1.0,1.0,1,1125,98.0,6,10.0,36,66,341,1.0
3,1.0,1.0,1,21,100.0,4,10.0,13,33,293,1.0
2,1.0,1.0,1,1125,100.0,9,10.0,39,65,340,1.0
2,1.0,2.0,2,1125,98.0,11,10.0,41,71,335,0.0
2,1.0,1.0,1,1125,100.0,8,10.0,38,64,334,1.0
2,1.0,1.0,1,1125,100.0,1,10.0,26,49,319,1.0
2,2.0,3.0,3,31,99.0,1,10.0,14,39,239,1.0
2,1.0,1.0,30,1125,100.0,6,9.0,11,37,263,0.0
2,1.0,1.0,3,1125,93.0,1,10.0,1,1,71,0.0
4,1.0,2.0,1,90,99.0,1,10.0,9,33,56,0.0
6,3.0,4.0,2,1125,86.0,1,9.0,1,1,1,1.0
2,1.0,1.0,1,14,99.0,0,10.0,0,0,0,0.0
15,4.0,7.0,2,1125,98.0,18,10.0,37,58,327,1.0
2,1.0,1.0,2,1125,98.0,7,10.0,7,7,67,0.0
2,1.0,1.0,2,21,97.0,11,10.0,41,71,345,1.0
4,2.0,3.0,2,21,97.0,2,10.0,16,35,293,1.0
2,1.0,1.0,2,21,98.0,12,10.0,22,39,313,1.0
6,2.0,4.0,1,365,99.0,2,10.0,23,46,297,1.0
4,2.0,2.0,2,1125,100.0,7,10.0,29,59,332,1.0
4,2.0,2.0,1,365,100.0,0,10.0,0,0,0,1.0
8,3.0,4.0,2,1125,97.0,14,10.0,44,74,334,1.0
14,3.0,5.0,1,1125,99.0,6,10.0,21,42,310,1.0
6,3.0,3.0,2,1125,100.0,10,10.0,36,66,330,1.0
2,1.0,1.0,1,365,100.0,11,10.0,32,60,302,1.0
6,2.0,2.0,1,365,99.0,6,10.0,31,57,332,0.0
8,3.0,3.0,2,365,98.0,8,10.0,34,64,315,1.0
2,1.0,1.0,1,5,100.0,0,10.0,30,60,149,0.0
14,5.0,6.0,2,365,100.0,5,10.0,6,6,91,1.0
4,2.0,3.0,2,365,100.0,9,10.0,39,69,344,1.0
16,5.0,7.0,2,365,99.0,0,9.0,0,0,0,1.0
4,2.0,2.0,2,1125,91.0,18,10.0,48,78,353,0.0
4,1.0,2.0,1,365,94.0,10,10.0,40,70,274,0.0
16,6.0,7.0,2,28,98.0,1,10.0,12,21,125,1.0
4,1.0,2.0,2,365,94.0,14,10.0,44,74,275,0.0
6,2.0,2.0,1,365,92.0,0,10.0,0,0,0,1.0
6,2.0,3.0,1,365,98.0,0,10.0,0,0,0,1.0
8,2.0,3.0,2,60,99.0,5,10.0,25,43,273,1.0
4,1.0,2.0,1,365,91.0,9,10.0,38,68,273,0.0
5,1.0,2.0,1,1125,99.0,7,10.0,31,61,336,0.0
6,2.0,3.0,1,365,97.0,6,10.0,25,47,309,1.0
4,2.0,3.0,1,1125,98.0,6,10.0,19,49,304,1.0
16,7.0,11.0,2,365,100.0,20,9.0,48,62,270,1.0
6,2.0,2.0,2,365,100.0,12,10.0,42,70,342,1.0
4,1.0,2.0,1,365,90.0,20,10.0,50,80,285,0.0
12,4.0,5.0,2,365,100.0,8,10.0,30,54,297,1.0
6,3.0,3.0,2,14,100.0,5,10.0,26,56,326,1.0
6,2.0,3.0,1,365,93.0,7,10.0,27,53,258,0.0
5,1.0,5.0,1,7,97.0,0,10.0,0,0,0,0.0
4,2.0,2.0,4,30,99.0,0,10.0,0,0,0,1.0
1,1.0,1.0,1,15,95.0,18,10.0,18,27,27,0.0
4,1.0,1.0,2,31,98.0,24,10.0,54,84,174,0.0
6,2.0,3.0,1,365,98.0,5,10.0,23,47,244,1.0
4,1.0,2.0,1,365,96.0,7,10.0,22,35,214,1.0
4,1.0,2.0,1,1125,98.0,8,10.0,14,36,229,1.0
3,1.0,2.0,2,14,97.0,14,10.0,44,74,349,0.0
4,1.0,2.0,1,365,94.0,3,10.0,24,54,258,1.0
4,1.0,1.0,1,365,99.0,2,10.0,16,46,248,0.0
4,1.0,2.0,1,365,95.0,4,10.0,28,53,258,1.0
10,4.0,5.0,2,1125,96.0,12,10.0,35,55,310,1.0
4,1.0,2.0,1,365,99.0,5,10.0,20,50,248,1.0
6,2.0,3.0,1,365,95.0,7,10.0,24,49,250,0.0
6,2.0,3.0,1,365,97.0,5,10.0,20,47,249,1.0
4,1.0,2.0,1,365,92.0,6,10.0,31,58,263,0.0
1,1.0,1.0,1,28,96.0,7,10.0,7,7,7,0.0
6,2.0,3.0,1,365,99.0,6,10.0,32,60,332,1.0
6,2.0,3.0,1,365,97.0,2,10.0,13,27,302,1.0
2,1.0,1.0,1,21,94.0,7,9.0,7,7,7,0.0
4,1.0,2.0,1,365,99.0,4,10.0,17,47,244,1.0
4,1.0,2.0,1,365,93.0,16,10.0,46,76,281,1.0
6,2.0,3.0,1,365,98.0,2,10.0,10,27,285,1.0
4,1.0,2.0,1,365,99.0,4,10.0,26,56,253,0.0
4,1.0,2.0,2,1125,99.0,13,10.0,37,67,342,1.0
4,1.0,2.0,1,365,99.0,0,10.0,0,0,0,1.0
6,2.0,2.0,2,365,100.0,5,10.0,21,21,125,1.0
4,2.0,2.0,2,365,90.0,5,10.0,12,38,310,1.0
4,2.0,2.0,2,365,100.0,9,10.0,39,65,335,1.0
4,2.0,2.0,2,365,100.0,8,10.0,35,64,337,1.0
4,2.0,2.0,2,365,100.0,9,9.0,33,62,335,1.0
4,1.0,2.0,1,365,98.0,1,10.0,22,52,241,0.0
6,2.0,3.0,1,365,98.0,21,10.0,48,78,279,1.0
4,2.0,2.0,2,1125,82.0,18,9.0,40,70,345,0.0
2,1.0,1.0,1,30,99.0,14,10.0,41,57,136,0.0
16,4.0,7.0,2,1125,100.0,2,10.0,18,40,308,1.0
8,3.0,3.0,2,10,100.0,0,10.0,0,0,0,1.0
12,4.0,6.0,2,365,100.0,12,10.0,33,58,327,1.0
8,3.0,4.0,2,365,98.0,6,10.0,21,36,266,1.0
6,2.0,2.0,1,365,98.0,18,10.0,46,76,281,1.0
7,2.0,2.0,2,365,87.0,10,10.0,29,48,315,1.0
7,2.0,3.0,2,365,80.0,12,8.0,29,56,313,1.0
8,3.0,4.0,1,365,94.0,5,10.0,18,32,244,1.0
6,3.0,3.0,2,365,100.0,21,10.0,48,75,263,1.0
6,3.0,3.0,2,365,96.0,13,10.0,33,58,317,1.0
4,2.0,2.0,2,30,100.0,3,8.0,26,30,188,1.0
13,4.0,5.0,3,1125,99.0,3,10.0,21,46,144,1.0
4,2.0,2.0,2,1125,98.0,6,10.0,33,60,333,1.0
2,1.0,1.0,2,1125,99.0,6,10.0,19,23,282,1.0
2,1.0,1.0,1,1125,100.0,22,9.0,44,66,260,1.0
13,4.0,7.0,30,1125,100.0,13,10.0,43,65,260,1.0
2,1.0,1.0,1,28,99.0,25,10.0,53,83,83,0.0
4,2.0,2.0,1,29,98.0,13,10.0,40,56,135,0.0
6,2.0,3.0,1,365,96.0,8,10.0,31,61,330,1.0
4,1.0,2.0,2,30,98.0,4,10.0,14,14,14,0.0
2,1.0,1.0,2,1125,99.0,14,10.0,44,74,74,0.0
3,1.0,1.0,2,1125,100.0,18,10.0,45,75,165,0.0
2,1.0,1.0,20,1125,100.0,1,10.0,2,3,4,0.0
4,2.0,2.0,1,365,95.0,15,10.0,31,61,263,1.0
6,2.0,3.0,3,30,100.0,12,10.0,39,69,245,1.0
6,3.0,3.0,2,365,91.0,8,10.0,33,63,333,1.0
7,2.0,3.0,2,14,100.0,12,10.0,38,64,148,1.0
3,1.0,2.0,2,15,100.0,5,10.0,28,49,133,1.0
3,1.0,1.0,2,14,98.0,21,10.0,45,73,163,1.0
4,1.0,1.0,3,31,99.0,1,10.0,5,35,210,1.0
3,1.0,1.0,2,1125,98.0,6,10.0,32,62,110,0.0
7,3.0,3.0,30,1125,100.0,7,10.0,7,16,106,1.0
2,1.0,2.0,30,1125,100.0,1,10.0,1,1,1,0.0
4,1.0,2.0,1,28,100.0,8,10.0,33,55,323,0.0
3,1.0,1.0,2,14,100.0,19,10.0,47,73,161,0.0
4,1.0,1.0,1,11,99.0,5,10.0,13,23,207,0.0
8,3.0,4.0,2,1125,98.0,8,10.0,22,32,263,1.0
8,3.0,3.0,1,365,100.0,9,10.0,23,39,196,1.0
4,1.0,2.0,1,365,98.0,6,10.0,31,60,260,1.0
13,4.0,7.0,2,1125,94.0,8,10.0,38,65,240,1.0
3,1.0,2.0,2,1125,96.0,19,10.0,46,76,351,0.0
2,1.0,1.0,1,1125,98.0,0,10.0,0,0,40,0.0
6,3.0,3.0,3,1125,96.0,13,10.0,43,69,322,1.0
6,2.0,2.0,2,365,93.0,10,10.0,40,70,338,1.0
2,1.0,1.0,1,365,100.0,22,10.0,52,76,274,1.0
2,1.0,1.0,2,365,100.0,13,10.0,33,63,259,1.0
2,1.0,1.0,1,365,100.0,19,10.0,47,77,276,1.0
2,1.0,1.0,1,1125,98.0,22,10.0,52,82,82,0.0
2,1.0,1.0,1,1125,96.0,15,10.0,34,54,329,0.0
8,3.0,5.0,2,1125,87.0,18,10.0,48,78,352,1.0
2,1.0,1.0,1,365,100.0,30,10.0,57,87,291,1.0
7,2.0,4.0,29,1125,100.0,0,10.0,9,39,253,0.0
6,3.0,4.0,2,1125,96.0,9,10.0,33,52,321,1.0
2,1.0,1.0,90,90,100.0,0,10.0,14,24,299,0.0
2,1.0,1.0,1,21,93.0,7,9.0,7,7,7,0.0
2,1.0,1.0,1,15,95.0,13,10.0,13,13,13,0.0
5,3.0,3.0,29,1125,100.0,7,10.0,8,28,91,0.0
3,1.0,2.0,2,90,100.0,20,10.0,45,75,165,0.0
2,1.0,1.0,1,15,100.0,6,10.0,6,6,6,0.0
1,1.0,1.0,1,18,99.0,7,10.0,7,7,7,0.0
7,3.0,4.0,30,150,100.0,0,10.0,0,15,67,1.0
2,1.0,1.0,2,1125,100.0,9,10.0,39,69,145,0.0
6,2.0,3.0,1,1125,97.0,17,10.0,43,73,348,0.0
2,1.0,1.0,1,1125,100.0,0,10.0,3,6,206,0.0
3,1.0,1.0,2,15,100.0,26,10.0,50,75,163,1.0
4,2.0,2.0,2,365,91.0,4,10.0,21,34,104,0.0
4,2.0,2.0,2,5,100.0,0,10.0,29,59,149,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,10,285,0.0
8,3.0,5.0,1,365,94.0,6,10.0,36,56,329,1.0
4,2.0,2.0,2,7,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,99.0,7,10.0,29,54,318,0.0
4,1.0,2.0,1,1125,100.0,7,10.0,16,30,116,0.0
9,3.0,5.0,2,1125,96.0,16,10.0,46,76,350,1.0
4,2.0,2.0,2,30,100.0,7,10.0,19,34,271,0.0
6,2.0,3.0,1,365,100.0,7,10.0,37,55,286,1.0
6,1.0,5.0,1,1125,98.0,27,10.0,57,86,360,0.0
2,1.0,1.0,2,1125,91.0,18,8.0,48,78,353,0.0
4,1.0,2.0,1,28,95.0,4,10.0,14,14,14,0.0
4,2.0,2.0,2,1125,85.0,13,10.0,37,52,241,1.0
2,1.0,1.0,30,1125,100.0,30,10.0,60,90,270,1.0
6,1.0,2.0,2,10,99.0,12,10.0,39,69,159,0.0
2,1.0,1.0,1,3,87.0,9,9.0,11,19,48,0.0
4,1.0,2.0,2,7,100.0,7,10.0,28,48,131,0.0
6,3.0,3.0,3,28,100.0,0,10.0,22,48,138,0.0
3,1.0,1.0,1,4,99.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,1125,100.0,1,10.0,6,11,55,0.0
2,1.0,1.0,1,4,97.0,12,10.0,42,72,72,0.0
4,2.0,2.0,30,180,100.0,0,10.0,0,0,0,0.0
6,1.0,3.0,2,1125,100.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,7,100.0,7,10.0,18,32,114,0.0
6,2.0,2.0,1,365,90.0,9,10.0,37,57,322,1.0
8,4.0,5.0,2,1125,100.0,11,10.0,39,61,333,1.0
6,3.0,2.0,1,365,100.0,5,10.0,27,50,317,1.0
6,2.0,3.0,1,1125,96.0,21,10.0,47,77,352,0.0
4,1.0,2.0,1,1125,100.0,0,10.0,0,0,0,0.0
5,2.0,3.0,28,1125,100.0,0,10.0,0,2,103,1.0
2,1.0,1.0,2,1125,100.0,13,10.0,42,72,347,0.0
4,1.0,2.0,1,1125,98.0,1,10.0,17,43,214,0.0
2,1.0,2.0,5,1125,100.0,14,10.0,20,46,321,0.0
4,2.0,2.0,3,8,96.0,17,10.0,47,77,77,0.0
6,2.0,3.0,1,365,100.0,7,10.0,37,67,342,1.0
4,2.0,2.0,2,31,100.0,12,10.0,20,34,131,1.0
2,1.0,1.0,2,5,100.0,5,10.0,19,44,100,0.0
3,1.0,2.0,2,1125,100.0,11,10.0,37,67,342,0.0
12,5.0,7.0,1,365,100.0,4,10.0,15,31,271,1.0
4,1.0,2.0,2,1125,100.0,14,10.0,33,60,335,0.0
4,1.0,2.0,1,1125,100.0,10,10.0,39,55,121,0.0
4,2.0,2.0,2,1125,100.0,3,10.0,12,24,245,1.0
2,1.0,1.0,2,7,100.0,19,10.0,49,79,79,0.0
4,2.0,2.0,60,180,97.0,0,10.0,0,0,152,0.0
2,1.0,1.0,90,180,96.0,0,10.0,1,31,137,0.0
4,2.0,4.0,60,1125,97.0,0,10.0,0,0,262,1.0
12,2.0,6.0,3,365,98.0,9,10.0,31,52,287,1.0
4,2.0,2.0,30,1125,94.0,10,10.0,10,10,181,0.0
2,1.0,1.0,28,1125,99.0,15,10.0,45,75,349,0.0
3,1.0,1.0,2,3,98.0,8,10.0,10,10,10,0.0
6,2.0,2.0,30,120,95.0,24,9.0,54,84,251,1.0
4,1.0,2.0,1,1125,98.0,15,10.0,29,42,259,0.0
6,2.0,2.0,2,90,95.0,19,10.0,39,67,156,0.0
4,1.0,1.0,1,1125,98.0,19,10.0,38,55,296,0.0
2,1.0,1.0,2,160,98.0,0,10.0,4,17,186,0.0
2,1.0,1.0,2,180,99.0,19,10.0,40,40,40,0.0
16,6.0,9.0,2,365,98.0,23,10.0,53,75,276,1.0
10,3.0,3.0,2,365,94.0,27,10.0,52,80,348,1.0
10,3.0,4.0,2,365,97.0,18,10.0,38,66,307,1.0
10,4.0,7.0,2,365,99.0,23,10.0,38,68,326,1.0
4,1.0,2.0,3,1125,97.0,29,10.0,59,89,179,0.0
4,2.0,2.0,1,1125,98.0,28,10.0,50,80,157,0.0
8,3.0,3.0,2,365,96.0,20,10.0,40,60,320,1.0
8,3.0,3.0,1,15,98.0,26,10.0,55,85,175,0.0
3,2.0,2.0,1,1125,99.0,8,10.0,8,8,8,0.0
2,1.0,1.0,2,28,100.0,0,10.0,0,0,166,0.0
2,1.0,1.0,1,1125,98.0,30,10.0,53,83,358,1.0
3,1.0,1.0,1,21,100.0,14,10.0,35,65,339,1.0
2,1.0,1.0,1,1125,100.0,18,10.0,42,72,347,1.0
2,1.0,2.0,2,1125,98.0,27,10.0,57,87,351,0.0
2,1.0,1.0,1,1125,100.0,21,10.0,48,78,348,1.0
2,1.0,1.0,1,1125,100.0,27,10.0,57,82,350,1.0
2,2.0,3.0,3,31,99.0,1,10.0,1,25,242,1.0
2,1.0,2.0,30,60,100.0,0,9.0,0,18,198,0.0
2,1.0,1.0,3,1125,93.0,0,10.0,1,1,202,0.0
4,1.0,2.0,1,90,99.0,3,10.0,22,52,64,0.0
6,3.0,4.0,2,1125,86.0,0,9.0,0,1,19,1.0
2,1.0,1.0,1,14,99.0,0,10.0,0,0,0,0.0
15,4.0,7.0,2,1125,98.0,16,10.0,40,64,328,1.0
2,1.0,1.0,2,1125,98.0,21,10.0,27,27,63,0.0
2,1.0,1.0,2,21,97.0,22,10.0,52,82,355,1.0
4,2.0,3.0,2,21,97.0,17,10.0,36,61,312,1.0
2,1.0,1.0,2,21,98.0,26,10.0,56,86,359,1.0
6,2.0,4.0,1,365,99.0,15,10.0,36,63,306,1.0
4,2.0,2.0,2,1125,100.0,30,10.0,50,80,355,1.0
4,2.0,2.0,1,365,99.0,9,10.0,25,47,296,1.0
8,3.0,4.0,2,1125,97.0,18,10.0,40,70,334,1.0
6,3.0,3.0,2,1125,100.0,23,10.0,50,80,351,0.0
2,1.0,1.0,1,365,100.0,10,10.0,31,59,304,1.0
6,2.0,2.0,1,365,99.0,24,10.0,54,84,359,1.0
8,3.0,3.0,2,365,98.0,11,10.0,36,66,340,1.0
2,1.0,1.0,1,5,100.0,0,10.0,8,38,127,0.0
14,5.0,6.0,2,365,100.0,0,10.0,12,18,113,1.0
4,2.0,3.0,2,365,100.0,27,10.0,49,79,354,1.0
16,5.0,7.0,2,365,100.0,12,9.0,21,48,307,1.0
4,2.0,2.0,2,1125,90.0,26,10.0,51,81,355,0.0
4,1.0,2.0,1,365,94.0,30,10.0,60,90,317,0.0
16,6.0,7.0,2,28,98.0,1,10.0,9,21,124,1.0
4,1.0,2.0,2,365,94.0,24,10.0,54,84,305,0.0
6,2.0,2.0,1,365,92.0,17,10.0,43,73,296,0.0
6,2.0,3.0,1,365,98.0,28,10.0,51,81,306,1.0
4,1.0,2.0,1,365,91.0,25,10.0,55,85,312,0.0
6,2.0,3.0,1,365,97.0,18,10.0,44,74,342,1.0
4,2.0,3.0,1,1125,98.0,8,10.0,28,47,302,1.0
16,7.0,11.0,2,365,100.0,18,9.0,38,63,286,1.0
6,2.0,2.0,2,365,100.0,24,10.0,42,72,344,1.0
4,1.0,2.0,1,365,90.0,27,10.0,55,85,312,0.0
2,1.0,1.0,3,30,99.0,24,10.0,54,79,258,0.0
12,4.0,5.0,2,365,100.0,13,10.0,32,62,330,1.0
6,2.0,3.0,1,365,93.0,22,10.0,41,71,299,0.0
5,1.0,5.0,1,7,97.0,26,10.0,54,80,170,0.0
4,2.0,2.0,1,30,99.0,6,10.0,20,44,239,1.0
1,1.0,1.0,1,15,95.0,10,10.0,10,10,10,0.0
4,1.0,1.0,2,31,98.0,29,10.0,59,89,179,0.0
6,2.0,3.0,1,365,98.0,25,10.0,39,69,296,1.0
4,1.0,2.0,1,365,97.0,24,10.0,46,73,295,0.0
4,1.0,2.0,1,1125,98.0,14,10.0,26,36,216,0.0
3,1.0,2.0,2,14,97.0,19,10.0,49,79,354,0.0
4,1.0,2.0,1,365,94.0,20,10.0,43,73,301,0.0
4,1.0,1.0,1,365,99.0,22,10.0,50,80,304,0.0
4,1.0,2.0,1,365,95.0,24,10.0,49,79,307,0.0
10,4.0,5.0,2,1125,96.0,21,10.0,43,64,320,1.0
4,1.0,2.0,1,365,99.0,24,10.0,39,68,293,1.0
6,2.0,3.0,1,365,95.0,30,10.0,60,86,314,1.0
6,2.0,3.0,1,365,97.0,19,10.0,36,63,288,1.0
4,1.0,2.0,1,365,92.0,23,10.0,53,83,310,0.0
1,1.0,1.0,1,28,96.0,11,10.0,29,57,57,0.0
6,2.0,3.0,1,365,99.0,18,10.0,37,67,247,1.0
6,2.0,3.0,1,365,97.0,14,10.0,30,55,280,1.0
2,1.0,1.0,1,21,93.0,11,9.0,11,11,11,0.0
4,1.0,2.0,1,365,99.0,8,10.0,19,43,271,0.0
4,1.0,2.0,1,365,93.0,10,10.0,40,70,298,1.0
6,2.0,3.0,1,365,98.0,12,10.0,25,49,263,1.0
4,1.0,2.0,1,365,99.0,16,10.0,29,59,275,0.0
4,1.0,2.0,2,1125,99.0,27,10.0,53,83,358,1.0
4,1.0,2.0,1,365,99.0,23,10.0,45,75,302,1.0
6,2.0,2.0,2,365,100.0,5,10.0,20,32,81,1.0
5,2.0,2.0,30,33,100.0,4,10.0,4,13,13,0.0
4,2.0,2.0,2,365,90.0,30,10.0,53,83,358,1.0
4,2.0,2.0,2,365,100.0,30,10.0,60,90,359,1.0
4,2.0,2.0,2,365,100.0,27,10.0,46,76,351,1.0
4,2.0,2.0,2,365,100.0,27,9.0,54,84,356,1.0
4,1.0,2.0,1,365,99.0,22,10.0,48,78,301,0.0
6,2.0,3.0,1,365,98.0,27,10.0,52,75,297,1.0
4,2.0,2.0,2,1125,82.0,9,9.0,39,63,337,0.0
2,1.0,1.0,1,30,99.0,11,10.0,38,64,154,0.0
8,3.0,3.0,2,10,100.0,0,10.0,0,0,0,1.0
12,4.0,6.0,2,365,100.0,23,10.0,44,68,340,1.0
8,3.0,4.0,2,365,98.0,9,10.0,23,38,271,1.0
6,2.0,2.0,1,365,98.0,23,10.0,40,66,287,1.0
7,2.0,2.0,2,365,87.0,19,10.0,45,68,341,1.0
7,2.0,3.0,2,365,75.0,19,9.0,41,62,326,1.0
8,3.0,4.0,1,365,94.0,10,10.0,23,42,247,1.0
6,3.0,3.0,2,10,100.0,27,10.0,57,87,258,1.0
6,3.0,3.0,2,365,96.0,13,10.0,30,58,329,1.0
4,2.0,2.0,3,13,100.0,22,8.0,30,30,167,0.0
13,4.0,5.0,3,1125,99.0,11,10.0,27,50,177,1.0
4,2.0,2.0,2,1125,97.0,22,10.0,46,73,347,0.0
2,1.0,1.0,2,1125,99.0,5,10.0,31,43,284,1.0
2,1.0,1.0,1,1125,100.0,25,9.0,46,68,333,1.0
2,1.0,1.0,1,28,99.0,25,10.0,55,84,84,0.0
4,2.0,2.0,1,29,98.0,11,10.0,38,64,153,0.0
6,2.0,3.0,1,365,96.0,28,10.0,58,86,358,1.0
4,1.0,2.0,2,30,98.0,17,10.0,29,37,37,0.0
2,1.0,1.0,2,1125,99.0,0,10.0,0,0,0,0.0
3,1.0,1.0,2,1125,100.0,28,10.0,58,85,174,0.0
2,1.0,1.0,20,1125,100.0,1,10.0,2,3,147,0.0
4,2.0,2.0,1,365,95.0,29,10.0,59,89,316,1.0
4,2.0,2.0,2,7,98.0,26,10.0,54,84,349,1.0
6,2.0,3.0,3,30,100.0,30,10.0,53,83,258,1.0
6,3.0,3.0,2,365,92.0,20,10.0,46,76,346,1.0
7,2.0,3.0,2,14,100.0,22,10.0,48,76,86,1.0
3,1.0,2.0,2,15,100.0,17,10.0,43,73,83,0.0
3,1.0,1.0,2,14,97.0,21,10.0,51,81,139,0.0
4,1.0,1.0,3,31,99.0,7,10.0,9,39,256,1.0
3,1.0,1.0,2,1125,98.0,13,10.0,40,66,135,0.0
7,3.0,3.0,30,1125,100.0,7,10.0,14,14,91,1.0
4,1.0,2.0,1,28,100.0,26,10.0,56,86,354,0.0
3,1.0,1.0,2,14,100.0,27,10.0,54,84,93,0.0
4,1.0,1.0,1,11,98.0,6,10.0,15,27,223,0.0
8,3.0,4.0,2,1125,100.0,7,10.0,19,38,272,1.0
8,3.0,3.0,1,365,100.0,20,10.0,39,57,262,1.0
4,1.0,2.0,1,365,98.0,25,10.0,51,81,309,1.0
3,1.0,2.0,2,1125,97.0,22,10.0,52,82,357,0.0
2,1.0,1.0,1,1125,98.0,0,10.0,0,0,17,0.0
6,3.0,3.0,3,1125,97.0,13,10.0,36,66,337,1.0
6,2.0,2.0,2,365,100.0,22,10.0,45,75,350,1.0
2,1.0,1.0,1,1125,100.0,30,10.0,60,90,359,1.0
2,1.0,1.0,2,1125,100.0,20,10.0,44,74,342,1.0
2,1.0,1.0,1,1125,100.0,18,10.0,48,78,350,1.0
2,1.0,1.0,1,1125,98.0,28,10.0,58,87,87,0.0
2,1.0,1.0,1,1125,96.0,19,10.0,26,44,44,0.0
8,3.0,5.0,2,1125,87.0,17,10.0,47,77,351,1.0
2,1.0,1.0,1,1125,100.0,30,10.0,60,90,362,1.0
7,2.0,4.0,29,1125,100.0,0,10.0,0,17,231,0.0
6,3.0,4.0,2,1125,96.0,14,10.0,37,67,334,1.0
2,1.0,1.0,30,90,100.0,0,10.0,2,14,277,0.0
2,1.0,1.0,1,21,93.0,6,9.0,6,6,6,0.0
2,1.0,1.0,1,15,95.0,10,10.0,10,10,10,0.0
5,3.0,3.0,29,1125,100.0,0,10.0,7,16,61,0.0
3,1.0,2.0,2,90,100.0,13,10.0,43,68,157,0.0
2,1.0,1.0,1,15,100.0,8,10.0,8,8,8,0.0
1,1.0,1.0,1,18,99.0,26,10.0,27,27,27,0.0
7,3.0,4.0,30,150,100.0,0,10.0,0,0,67,1.0
2,1.0,1.0,1,1125,100.0,2,10.0,8,17,232,0.0
3,1.0,1.0,2,15,100.0,26,10.0,56,83,92,0.0
4,2.0,2.0,30,1125,100.0,14,10.0,28,58,148,0.0
4,2.0,2.0,2,365,80.0,10,9.0,16,42,119,0.0
4,2.0,2.0,2,5,100.0,0,10.0,8,38,127,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,0,263,0.0
8,3.0,5.0,1,365,94.0,8,10.0,21,51,320,1.0
4,2.0,2.0,2,7,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,99.0,16,10.0,32,62,337,0.0
5,2.0,2.0,2,28,100.0,14,10.0,22,35,97,1.0
4,1.0,2.0,1,1125,100.0,3,10.0,21,47,128,0.0
9,3.0,5.0,2,1125,96.0,26,10.0,56,86,360,1.0
4,2.0,2.0,2,30,100.0,11,10.0,30,53,298,0.0
6,2.0,3.0,1,365,100.0,24,10.0,54,78,305,1.0
6,1.0,5.0,1,1125,99.0,25,10.0,54,84,358,0.0
2,1.0,1.0,2,1125,94.0,25,9.0,55,85,360,0.0
4,1.0,2.0,1,28,90.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,80.0,18,9.0,42,67,247,0.0
2,1.0,1.0,30,1125,100.0,27,10.0,57,87,267,1.0
4,1.0,2.0,2,10,99.0,26,10.0,52,79,168,0.0
2,1.0,1.0,1,3,80.0,7,9.0,19,27,53,0.0
4,1.0,2.0,2,7,100.0,24,10.0,54,79,169,0.0
6,3.0,3.0,3,28,100.0,0,10.0,0,0,79,0.0
3,1.0,1.0,1,4,99.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,1125,100.0,4,10.0,6,17,78,0.0
2,1.0,1.0,1,4,96.0,21,10.0,51,80,80,0.0
6,1.0,3.0,2,1125,100.0,9,10.0,28,44,133,0.0
2,1.0,1.0,2,7,100.0,3,10.0,19,27,106,0.0
8,4.0,5.0,2,1125,100.0,21,10.0,49,79,347,0.0
6,3.0,2.0,1,365,100.0,22,10.0,40,70,330,0.0
4,1.0,2.0,1,1125,100.0,1,10.0,9,29,104,0.0
2,1.0,1.0,2,1125,100.0,27,10.0,50,80,354,0.0
4,1.0,2.0,1,1125,97.0,11,10.0,24,41,216,0.0
2,1.0,2.0,5,1125,100.0,15,10.0,45,75,350,0.0
5,2.0,2.0,2,28,100.0,18,10.0,25,45,125,1.0
4,2.0,2.0,2,8,95.0,25,10.0,55,84,84,0.0
4,1.0,2.0,2,28,100.0,19,10.0,39,64,154,1.0
4,1.0,2.0,2,28,100.0,18,10.0,36,62,147,1.0
5,2.0,2.0,2,28,100.0,7,10.0,20,41,108,1.0
6,2.0,3.0,1,365,100.0,16,10.0,35,65,339,1.0
4,2.0,2.0,2,31,100.0,22,10.0,37,53,156,1.0
2,1.0,1.0,2,5,100.0,13,10.0,27,52,121,0.0
3,1.0,2.0,2,1125,100.0,2,10.0,23,53,328,0.0
